1;1100000
10;150000
101;110000
104;40000
11;280000
111;120000
112;80000
113;60000
119;20000
12;250000
121;130000
122;120000
13;190000
131;100000
136;90000
15;110000
152;110000
16;65000
161;65000
2;3000000
21;335000
211;335000
211;70000
211,1;75000
211,3;25000
211,4;50000
211,5;55000
211,6;60000
22;1060000
221;335000
221;110000
221,6;225000
222;105000
224;125000
224;60000
224,1;125000
225;160000
225,1;50000
225,2;80000
225,4;30000
226;150000
226,2;150000
227;125000
227,1;125000
228;60000
228,2;35000
228,3;25000
23;285000
230;175000
231;50000
231;50000
24;200000
242;160000
244;40000
25;485000
250;320000
252,3;75000
253;45000
258;45000
27;365000
271;50000
272;95000
272,1;35000
272,2;60000
273;120000
273;60000
273,1;30000
273,3;90000
275;55000
277;50000
28;255000
281;100000
281;55000
281,6;45000
281,7;55000
285;60000
287;50000
289;45000
29;160000
292;50000
298;60000
298,2;30000
298,9;30000
299;50000
4;400000
42;400000
421;400000
5;600000
51;150000
511;150000
52;220000
521;35000
523;32500
524;125000
524;60000
524,1;125000
525;25000
53;135000
531;50000
532;45000
533;40000
56;95000
566;45000
568;50000
